src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
34.148.186.149,192.168.1.192,5938,53207,17,2025-06-22 12:47:41,95.107568,5130.695803303476,20.881619010592303,1.7453921227383293,19.136226887853972,166,1820,65628,422340,1434,58,395.34939759036143,585.3337722268172,506,58,232.05494505494505,59.96223401870101,1434,58,245.70392749244712,184.32311310537477,33975.01002485678,1328,14560,8,166,0.04791313249370277,0.066513,0.0,0.018344229569370867,95.00236299999999,1.002597,0.0,0.575771896969697,0.4335574367182,95.10062300000006,0.066513,1.6e-05,0.05228181583287521,0.01414140414077522,0,0,0,0,0,0,0,0,0,0,0,10.963855421686747,245.70392749244712,0,0,0,0,0,0,0,0,0,0,18560.0,13.333333333333334,3000.315789473684,15.74561403508772,4427128.886061858948874930429,3881.047916978280878094750373,395.34939759036143,232.05494505494505,0,166,1820,65628,422340
192.168.1.192,192.168.1.1,4515,53,17,2025-06-22 12:45:17,0.008935,34023.50307778399,223.8388360380526,111.9194180190263,111.9194180190263,1,1,92,212,92,92,92.0,0.0,212,212,212.0,0.0,212,92,152.0,60.0,3600.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,212.0,0,1,1,92,212
192.168.1.192,192.168.1.1,11758,53,17,2025-06-22 12:45:17,0.009678,36061.16966315354,206.654267410622,103.327133705311,103.327133705311,1,1,92,257,92,92,92.0,0.0,257,257,257.0,0.0,257,92,174.5,82.5,6806.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,174.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,257.0,0,1,1,92,257
192.168.1.170,192.168.1.255,38685,58866,17,2025-06-22 12:45:17,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.170,192.168.1.255,50168,58866,17,2025-06-22 12:45:22,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.170,192.168.1.255,43921,58866,17,2025-06-22 12:45:27,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.170,192.168.1.255,45685,58866,17,2025-06-22 12:45:32,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.170,192.168.1.255,39136,58866,17,2025-06-22 12:45:37,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.170,192.168.1.255,59612,58866,17,2025-06-22 12:45:42,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.192,13.107.246.41,50426,443,6,2025-06-22 12:48:10,90.044163,714.5715819469609,0.6330227090899829,0.2776415390745539,0.355381170015429,25,32,5154,59189,1514,54,206.16,348.76750766090584,7306,66,1849.65625,2029.1035060060237,7306,54,1128.8245614035088,1740.6553325587345,3029880.9867651584,500,640,20,7,1.6079314821428572,46.476163,0.0,8.35301702563878,90.044163,46.476163,1.2e-05,3.7518401249999997,12.441207686875499,90.03763599999999,46.482472,0.0,2.9044398709677415,11.058706102015286,6,17,0,0,2,2,3,23,53,0,0,1.28,1128.8245614035088,64240,83,0,0,0,0,0,0,0,0,0,0,56555.0,20.0,0,2440450.504876154310865625270,206.16,1849.65625,0,25,32,5154,59189
192.168.1.170,192.168.1.255,43687,58866,17,2025-06-22 12:45:47,0.0,0,0,0,0,1,0,121,0,121,121,121.0,0.0,0,0,0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,0,1,0,121,0
192.168.1.192,192.168.1.1,49819,53,17,2025-06-22 12:45:48,0.012487,21382.237527028108,160.16657323616562,80.08328661808281,80.08328661808281,1,1,80,187,80,80,80.0,0.0,187,187,187.0,0.0,187,80,133.5,53.5,2862.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,133.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,187.0,0,1,1,80,187
192.168.1.192,192.168.1.1,23659,53,17,2025-06-22 12:45:48,0.010554,27003.97953382604,189.5016107636915,94.75080538184575,94.75080538184575,1,1,80,205,80,80,80.0,0.0,205,205,205.0,0.0,205,80,142.5,62.5,3906.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,205.0,0,1,1,80,205
192.168.1.192,18.160.78.27,53262,443,6,2025-06-22 12:45:48,0.364976,21097.277629213975,43.838498969795275,24.65915567050984,19.17934329928543,9,7,2396,5304,1494,66,266.22222222222223,448.7517942465592,2922,66,757.7142857142857,1010.6011950864713,2922,66,481.25,787.1136750813062,619547.9375,180,140,20,2,0.024330666666666664,0.345922,-1.6e-05,0.08597430923763731,0.364976,0.345922,1.7e-05,0.045622,0.11353305468232588,0.359599,0.351823,0.0,0.05993316666666667,0.1305523676657719,1,2,0,0,2,2,0,3,15,0,0,0.7777777777777778,481.25,64240,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.22222222222223,757.7142857142857,0,9,7,2396,5304
192.168.1.192,192.168.1.1,63916,53,17,2025-06-22 12:45:48,0.009406,31894.5354029343,212.630236019562,106.315118009781,106.315118009781,1,1,86,214,86,86,86.0,0.0,214,214,214.0,0.0,214,86,150.0,64.0,4096.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,214.0,0,1,1,86,214
192.168.1.192,192.168.1.1,15164,53,17,2025-06-22 12:45:48,0.007506,34106.0484945377,266.4535038635758,133.2267519317879,133.2267519317879,1,1,86,170,86,86,86.0,0.0,170,170,170.0,0.0,170,86,128.0,42.0,1764.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,170.0,0,1,1,86,170
192.168.1.192,18.160.78.27,53274,443,6,2025-06-22 12:45:48,0.357298,27151.005603165984,75.56717361977957,41.98176312209976,33.58541049767981,15,12,3313,6388,1494,66,220.86666666666667,359.4927661148258,4350,66,532.3333333333334,1166.0041690415271,4350,66,359.2962962962963,836.661302099438,700002.1344307271,300,240,20,6,0.013733807692307691,0.291681,-0.000122,0.056050194651428444,0.357298,0.291681,1.7e-05,0.02552128571428572,0.07441084357368177,0.351613,0.297051,0.0,0.031964818181818185,0.08465075015166534,5,6,0,0,2,2,0,11,26,0,0,0.8,359.2962962962963,64240,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.86666666666667,532.3333333333334,0,15,12,3313,6388
192.168.1.192,34.218.42.21,43898,443,6,2025-06-22 12:45:48,0.606448,34209.033585732,54.415217792786855,29.681027886974647,24.734189905812205,18,15,3579,17167,1514,54,198.83333333333334,337.58723152525914,5858,66,1144.4666666666667,1776.0167366578753,5858,54,628.6666666666666,1310.5778199795013,1717614.222222222,360,300,20,6,0.01894184375,0.139766,-0.00012,0.038928405584089054,0.6064479999999998,0.139766,1.3e-05,0.035673411764705884,0.049594378245284336,0.525015,0.233559,0.0,0.03750107142857143,0.06603836781800658,5,6,0,0,2,2,2,11,30,0,0,0.8333333333333334,628.6666666666666,64240,139,0,0,0,0,0,0,0,0,0,0,10447.0,5.0,0,62933734.93975903614457831325,198.83333333333334,1144.4666666666667,0,18,15,3579,17167
192.168.1.192,192.168.1.1,60598,53,17,2025-06-22 12:45:48,0.012079,28810.331981124265,165.57662058117396,82.78831029058698,82.78831029058698,1,1,80,268,80,80,80.0,0.0,268,268,268.0,0.0,268,80,174.0,94.0,8836.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,268.0,0,1,1,80,268
192.168.1.192,192.168.1.1,5533,53,17,2025-06-22 12:45:48,0.014019,21256.865682288324,142.66352806904914,71.33176403452457,71.33176403452457,1,1,80,218,80,80,80.0,0.0,218,218,218.0,0.0,218,80,149.0,69.0,4761.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,218.0,0,1,1,80,218
192.168.1.192,54.185.38.139,45102,443,6,2025-06-22 12:45:48,0.11598,1741.6795999310225,25.866528711846872,17.24435247456458,8.62217623728229,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.05799,0.115934,4.6e-05,0.057944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.1.192,54.185.38.139,45108,443,6,2025-06-22 12:45:48,0.115828,1743.9651897641331,25.900473115308905,17.266982076872605,8.633491038436302,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.057914,0.11574,8.8e-05,0.057826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.1.192,54.185.38.139,45114,443,6,2025-06-22 12:45:48,0.115611,1747.2385845637525,25.94908788956068,17.299391926373787,8.649695963186893,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.0578055,0.115535,7.6e-05,0.0577295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.1.192,54.185.38.139,45122,443,6,2025-06-22 12:45:48,0.079112,2553.342097279806,37.9209222368288,25.280614824552533,12.640307412276266,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.039556,0.079083,2.9e-05,0.039527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.1.192,54.185.38.139,45126,443,6,2025-06-22 12:45:48,0.081585,2475.94533308819,36.77146534289391,24.514310228595942,12.257155114297971,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.0407925,0.081432,0.000153,0.0406395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.1.192,54.185.38.139,45132,443,6,2025-06-22 12:45:48,0.080628,2505.3331348911047,37.2079178449174,24.805278563278264,12.402639281639132,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.040313999999999996,0.080605,2.3e-05,0.040291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.1.192,54.185.38.139,45142,443,6,2025-06-22 12:45:48,0.335616,19435.90293668955,59.59191456903127,32.7755530129672,26.81636155606407,11,9,2480,4043,1514,54,225.45454545454547,415.7447564063062,3242,66,449.22222222222223,988.9257671026204,3242,54,326.15,739.9629906285855,547545.2275000002,220,180,20,3,0.01765378947368421,0.095025,-8.3e-05,0.034090109443215576,0.335616,0.095286,1.6e-05,0.033561600000000004,0.04105516592391267,0.253242,0.155843,0.0,0.03165525,0.05662575702308535,2,4,0,0,2,2,4,6,15,0,0,0.8181818181818182,326.15,64240,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.45454545454547,449.22222222222223,0,11,9,2480,4043
192.168.1.192,54.185.38.139,45158,443,6,2025-06-22 12:45:48,0.335829,19908.941753094583,65.50953014778355,35.73247098970012,29.777059158083432,12,10,2578,4108,1514,54,214.83333333333334,401.47848288821433,2962,66,410.8,855.1205529046766,2962,54,303.90909090909093,655.6052657375549,429818.26446280995,240,200,20,3,0.01598138095238096,0.092107,-0.000104,0.032724788834090704,0.33582900000000004,0.092129,9e-06,0.030529909090909094,0.0400349134732413,0.252099,0.156063,0.0,0.028011,0.05410616239291869,2,4,0,0,2,2,4,6,17,0,0,0.8333333333333334,303.90909090909093,64240,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83333333333334,410.8,0,12,10,2578,4108
192.168.1.192,54.185.38.139,45166,443,6,2025-06-22 12:45:48,0.330317,20244.189672345048,66.60268772118903,36.328738757012204,30.273948964176835,12,10,2578,4109,1514,54,214.83333333333334,401.47848288821433,1794,66,410.9,626.8694361667348,1794,54,303.95454545454544,525.4243719710354,276070.770661157,240,200,20,3,0.015711095238095236,0.091232,-0.000178,0.031479329688066375,0.33031699999999997,0.091557,2.3e-05,0.030028818181818174,0.03852789788479885,0.249939,0.150872,0.0,0.027771,0.05202636211469037,2,4,0,0,2,2,4,6,17,0,0,0.8333333333333334,303.95454545454544,64240,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.83333333333334,410.9,0,12,10,2578,4109
192.168.1.192,54.185.38.139,45180,443,6,2025-06-22 12:45:48,0.331599,19571.83224316117,57.29812212943948,33.172597022307066,24.12552510713241,11,8,2512,3978,1514,54,228.36363636363637,416.7029185331554,3243,66,497.25,1039.3532544327747,3243,54,341.57894736842104,756.9661965469011,572997.8227146816,220,160,20,3,0.018417055555555555,0.093358,-8.7e-05,0.034153939545781734,0.33159900000000003,0.093384,1e-05,0.033159900000000006,0.04017319639125072,0.25053999999999993,0.153258,0.0,0.035791428571428564,0.05849398460368662,2,4,0,0,2,2,4,6,14,0,0,0.7272727272727273,341.57894736842104,64240,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.36363636363637,497.25,0,11,8,2512,3978
192.168.1.192,54.185.38.139,45192,443,6,2025-06-22 12:45:48,0.329814,19974.894940784805,60.6402396502271,33.35213180762491,27.288107842602194,11,9,2544,4044,1514,54,231.27272727272728,417.861458317356,3243,66,449.3333333333333,989.2395508110707,3243,54,329.4,740.3856697694789,548170.94,220,180,20,3,0.017344894736842104,0.096082,-0.000251,0.03360985940385373,0.32981399999999994,0.09624,1e-05,0.032981399999999994,0.04047065970107233,0.249082,0.151888,0.0,0.03113525,0.05556070161262814,2,4,0,0,2,2,4,6,15,0,0,0.8181818181818182,329.4,64240,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.27272727272728,449.3333333333333,0,11,9,2544,4044
192.168.1.192,192.168.1.1,62702,53,17,2025-06-22 12:45:48,0.046502,7849.124768827147,43.008902842888475,21.504451421444237,21.504451421444237,1,1,81,284,81,81,81.0,0.0,284,284,284.0,0.0,284,81,182.5,101.5,10302.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,182.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,284.0,0,1,1,81,284
192.168.1.192,192.168.1.1,18431,53,17,2025-06-22 12:45:48,0.045137,8994.837937833707,44.30954649179166,22.15477324589583,22.15477324589583,1,1,81,325,81,81,81.0,0.0,325,325,325.0,0.0,325,81,203.0,122.0,14884.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,203.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,325.0,0,1,1,81,325
192.168.1.192,192.168.1.1,55251,53,17,2025-06-22 12:45:49,0.013472,20858.076009501186,148.4560570071259,74.22802850356295,74.22802850356295,1,1,87,194,87,87,87.0,0.0,194,194,194.0,0.0,194,87,140.5,53.5,2862.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,140.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,194.0,0,1,1,87,194
192.168.1.192,192.168.1.1,15755,53,17,2025-06-22 12:45:49,0.012668,23287.02241869277,157.87811809283232,78.93905904641616,78.93905904641616,1,1,87,208,87,87,87.0,0.0,208,208,208.0,0.0,208,87,147.5,60.5,3660.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,208.0,0,1,1,87,208
192.168.1.192,108.156.152.92,45410,443,6,2025-06-22 12:45:49,0.054305,152601.04962710617,368.29021268759783,202.5596169781788,165.73059570941902,11,9,2595,5692,1494,54,235.9090909090909,414.53598474032157,4350,66,632.4444444444445,1325.816152087386,4350,54,414.35,961.4748189630345,924433.8275,220,180,20,3,0.0028543684210526315,0.024669,-7.2e-05,0.005907158166251183,0.054305000000000006,0.024763,3.9e-05,0.0054305,0.0073973053505989594,0.029626,0.01874,0.0,0.00370325,0.00615446339557723,2,4,0,0,2,2,3,6,16,0,0,0.8181818181818182,414.35,64240,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.9090909090909,632.4444444444445,0,11,9,2595,5692
192.168.1.192,108.156.152.92,45418,443,6,2025-06-22 12:45:49,0.035454,231031.7594629661,564.1112427370678,310.2611835053873,253.8500592316805,11,9,2499,5692,1494,54,227.1818181818182,410.4854815684867,4350,66,632.4444444444445,1325.816152087386,4350,54,409.55,961.4196521290793,924327.7474999998,220,180,20,3,0.0018591052631578948,0.010728,-0.000131,0.0030107899277298754,0.035454,0.010728,1.4e-05,0.0035454000000000006,0.003556700217898607,0.029508,0.017616,0.0,0.0036885,0.006098610046559789,2,4,0,0,2,2,3,6,16,0,0,0.8181818181818182,409.55,64240,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.1818181818182,632.4444444444445,0,11,9,2499,5692
192.168.1.192,108.156.152.92,45428,443,6,2025-06-22 12:45:49,0.032438,256581.78679326715,678.2169060977865,369.93649423515626,308.2804118626302,12,10,2565,5758,1494,54,213.75,395.5266794625448,2922,66,575.8,891.7473633266319,2922,54,378.3181818181818,692.3088109141913,479291.48966942145,240,200,20,3,0.0015356190476190476,0.007577,-0.000122,0.002492219387197464,0.032438,0.007935,7e-06,0.002948909090909091,0.00312655862089892,0.026374,0.014443,0.0,0.0029304444444444443,0.004701741453053116,2,4,0,0,2,2,3,6,18,0,0,0.8333333333333334,378.3181818181818,64240,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.75,575.8,0,12,10,2565,5758
192.168.1.192,192.168.1.1,56122,53,17,2025-06-22 12:45:50,0.077545,3971.8872912502416,25.79147591720936,12.89573795860468,12.89573795860468,1,1,89,219,89,89,89.0,0.0,219,219,219.0,0.0,219,89,154.0,65.0,4225.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,219.0,0,1,1,89,219
192.168.1.192,192.168.1.1,49984,53,17,2025-06-22 12:45:50,0.077318,4500.892418324323,25.867197806461625,12.933598903230813,12.933598903230813,1,1,80,268,80,80,80.0,0.0,268,268,268.0,0.0,268,80,174.0,94.0,8836.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,268.0,0,1,1,80,268
192.168.1.192,192.168.1.1,64421,53,17,2025-06-22 12:45:50,0.073998,4162.274656071786,27.02775750695965,13.513878753479824,13.513878753479824,1,1,89,219,89,89,89.0,0.0,219,219,219.0,0.0,219,89,154.0,65.0,4225.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,219.0,0,1,1,89,219
192.168.1.192,192.168.1.1,15244,53,17,2025-06-22 12:45:50,0.073913,4762.355742562201,27.058839446376144,13.529419723188072,13.529419723188072,1,1,89,263,89,89,89.0,0.0,263,263,263.0,0.0,263,89,176.0,87.0,7569.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,263.0,0,1,1,89,263
192.168.1.192,192.168.1.1,36430,53,17,2025-06-22 12:45:50,0.06448,5970.843672456576,31.01736972704715,15.508684863523575,15.508684863523575,1,1,80,305,80,80,80.0,0.0,305,305,305.0,0.0,305,80,192.5,112.5,12656.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,192.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,305.0,0,1,1,80,305
192.168.1.192,192.168.1.1,51581,53,17,2025-06-22 12:45:50,0.072642,5162.302800033039,27.53228160017621,13.766140800088104,13.766140800088104,1,1,80,295,80,80,80.0,0.0,295,295,295.0,0.0,295,80,187.5,107.5,11556.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,295.0,0,1,1,80,295
192.168.1.200,255.255.255.255,53237,6667,17,2025-06-22 12:48:20,90.112777,45.12123735793871,0.2108469035417697,0.2108469035417697,0.0,19,0,4066,0,214,214,214.0,0.0,0,0,0,0.0,214,214,214.0,0.0,0.0,152,0,8,19,5.006265388888888,5.12045,4.914975,0.10177572814452746,90.112777,5.12045,4.914975,5.006265388888888,0.10177572814452746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,0,0,19,0,4066,0
192.168.1.192,54.185.38.139,45134,443,6,2025-06-22 12:45:48,4.750495,3985.2689035563662,10.314714571849882,5.8941226124856465,4.420591959364235,28,21,11114,7818,1514,54,396.92857142857144,571.3150824802261,3242,66,372.2857142857143,710.3417113888044,3242,54,386.3673469387755,634.7553825439147,402914.3956684716,560,420,20,11,0.09895733333333334,4.170434,-0.00014,0.5944469549003558,4.750495,4.215092,8e-06,0.17594425925925924,0.7928751484710611,4.67161,4.250467,0.0,0.23358050000000002,0.9225542828460828,7,13,0,0,2,2,2,20,46,0,0,0.75,386.3673469387755,64240,425,0,0,0,0,0,0,0,0,7489.0,8.0,1870.0,10.0,617191.3631119169276413383880,349794.2386831275720164609053,396.92857142857144,372.2857142857143,0,28,21,11114,7818
192.168.1.192,13.107.246.41,47812,443,6,2025-06-22 12:45:49,4.604348,12120.934386366973,46.477807498477524,24.107647814630866,22.37015968384666,111,103,18932,36877,1514,66,170.55855855855856,178.23734983779778,2714,66,358.02912621359224,370.0040266459109,2714,66,260.7897196261682,301.90174128288993,91144.66138964101,2220,2060,20,89,0.021616657276995306,2.487752,0.0,0.18410775460995943,4.604348,2.540435,2.7e-05,0.04185770909090909,0.25959057640335187,4.5980419999999995,2.4974,0.0,0.045078843137254895,0.2660239981117266,88,60,0,0,2,2,0,148,213,0,0,0.9279279279279279,260.7897196261682,64240,83,0,0,0,0,0,0,0,0,802.5714285714286,6.0,2906.2,4.6,30073.33654515282907767250147,1220374.569580918787267993617,170.55855855855856,358.02912621359224,0,111,103,18932,36877
